country,Year,GDP,Population,Suicide
Fiji,2008,1.22,0.094,97
Fiji,2009,-1.07,0.0946,96
Fiji,2010,0.371,0.0946,97
Fiji,2011,2.28,0.093,96.2
Fiji,2012,2.05,0.0909,98.8
Fiji,2013,3.35,0.0884,101
Finland,1990,-0.0891,0.0606,1550
Finland,1991,-6.47,0.0604,1540
Finland,1992,-3.84,0.061,1510
Finland,1993,-1.19,0.0621,1460
Finland,1994,4.01,0.0633,1440
Finland,1995,3.5,0.0641,1420
Finland,1996,3.83,0.0645,1400
Finland,1997,6.19,0.0647,1380
Finland,1998,5.64,0.0647,1350
Finland,1999,3.86,0.0645,1330
Finland,2000,5.08,0.0641,1300
Finland,2001,2.64,0.0636,1260
Finland,2002,1.6,0.0627,1220
Finland,2003,1.84,0.0618,1200
Finland,2004,3.8,0.0611,1190
Finland,2005,3.12,0.0608,1170
Finland,2006,4.42,0.061,1160
Finland,2007,5.36,0.0616,1150
Finland,2008,0.296,0.0624,1140
Finland,2009,-8.54,0.0628,1120
Finland,2010,3.31,0.0625,1090
Finland,2011,2.67,0.0618,1050
Finland,2012,-1.15,0.0604,1020
Finland,2013,-1.54,0.0585,987
France,1990,2.51,0.0747,15000
France,1991,1.13,0.0728,14900
France,1992,1.59,0.0703,14900
France,1993,-1.25,0.0677,14900
France,1994,1.95,0.0657,14800
France,1995,2.13,0.0645,14700
France,1996,0.998,0.0639,14600
France,1997,2.14,0.0642,14400
France,1998,3.41,0.0649,14100
France,1999,3.16,0.0657,13900
France,2000,3.94,0.0661,13600
France,2001,1.8,0.0662,13500
France,2002,0.853,0.066,13400
France,2003,0.704,0.0657,13300
France,2004,2.27,0.0652,13100
France,2005,1.13,0.0647,13000
France,2006,2.38,0.0637,13000
France,2007,2.24,0.0627,12900
France,2008,-0.06,0.0617,12900
France,2009,-3.12,0.0609,12900
France,2010,1.73,0.0604,12900
France,2011,1.72,0.0598,12700
France,2012,0.0508,0.0594,12600
France,2013,0.339,0.0592,12400
Gabon,1990,-0.0493,0.0967,85.6
Gabon,1991,7.79,0.0974,86
Gabon,1992,-4.55,0.0981,88.5
Gabon,1993,-0.619,0.0988,89.4
Gabon,1994,7.73,0.0996,93.1
Gabon,1995,2.82,0.101,99.9
Gabon,1996,11.4,0.101,101
Gabon,1997,-16.2,0.102,102
Gabon,1998,-13.3,0.103,102
Gabon,1999,11,0.104,101
Gabon,2000,23.9,0.105,105
Gabon,2001,-5.5,0.106,108
Gabon,2002,-1.16,0.107,106
Gabon,2003,9.63,0.107,108
Gabon,2004,13.8,0.107,109
Gabon,2005,36.7,0.107,110
Gabon,2006,1.13,0.108,110
Gabon,2007,1.56,0.107,112
Gabon,2008,20.1,0.106,116
Gabon,2009,-8.05,0.105,118
Gabon,2010,25.1,0.103,115
Gabon,2011,-7.36,0.102,117
Gabon,2012,6.03,0.101,119
Gabon,2013,6.39,0.0981,121
Gambia,1990,4.44,0.0971,31.6
Gambia,1991,1.91,0.0961,33
Gambia,1992,3.7,0.096,34.4
Gambia,1993,5.11,0.0964,35.8
Gambia,1994,2.75,0.0967,36.1
Gambia,1995,-4.35,0.0968,37.5
Gambia,1996,5.25,0.0975,39.2
Gambia,1997,4.09,0.0982,40.5
Gambia,1998,2.83,0.0988,41.8
Gambia,1999,5.84,0.0995,43.3
Gambia,2000,5.16,0.101,44.8
Gambia,2001,5.5,0.102,46
Gambia,2002,-3.33,0.104,47.9
Gambia,2003,6.62,0.107,47.9
Gambia,2004,7.14,0.108,48.3
Gambia,2005,5.14,0.11,48.7
Gambia,2006,1.12,0.111,50
Gambia,2007,3.63,0.112,51.3
Gambia,2008,5.74,0.113,52.3
Gambia,2009,6.45,0.114,54.8
Gambia,2010,6.53,0.114,55.8
Gambia,2011,-4.29,0.113,57.5
Gambia,2012,5.25,0.113,59.8
Gambia,2013,6.3,0.112,62.5
Georgia,1990,-14.7,0.0764,305
Georgia,1991,-21,0.0759,306
Georgia,1992,-44.8,0.076,310
Georgia,1993,-29.2,0.0772,309
Georgia,1994,-10.3,0.0792,295
Georgia,1995,2.72,0.0817,294
Georgia,1996,11.3,0.0815,295
Georgia,1997,10.5,0.0812,308
Georgia,1998,3.05,0.081,326
Georgia,1999,2.79,0.081,330
Georgia,2000,1.74,0.0814,315
Georgia,2001,4.67,0.0815,300
Georgia,2002,5.32,0.0816,294
Georgia,2003,10.9,0.0818,289
Georgia,2004,5.78,0.0817,295
Georgia,2005,9.62,0.0814,272
Georgia,2006,6.58,0.0804,263
Georgia,2007,11.8,0.079,270
Georgia,2008,2.1,0.0773,287
Georgia,2009,-4.29,0.0752,300
Georgia,2010,4.52,0.073,300
Georgia,2011,5.82,0.0701,302
Georgia,2012,4.91,0.0672,303
Georgia,2013,2.93,0.0645,314
Germany,1990,-3.24,0.0567,14500
Germany,1991,5.26,0.0542,14600
Germany,1992,2.25,0.0529,14500
Germany,1993,-0.666,0.0525,14400
Germany,1994,3.02,0.0524,14400
Germany,1995,2.13,0.0526,14600
Germany,1996,1.03,0.0531,14500
Germany,1997,1.81,0.0539,14400
Germany,1998,1.84,0.0546,14100
Germany,1999,1.94,0.0554,13800
Germany,2000,3.08,0.056,13500
Germany,2001,1.17,0.057,13300
Germany,2002,-0.0272,0.0577,13200
Germany,2003,-0.213,0.0582,13000
Germany,2004,1.08,0.0582,12700
Germany,2005,0.798,0.0576,12500
Germany,2006,4.01,0.057,12300
Germany,2007,3.49,0.0559,12100
Germany,2008,0.926,0.0544,12000
Germany,2009,-4.87,0.0529,12000
Germany,2010,4.04,0.0517,12000
Germany,2011,2.89,0.0513,11900
Germany,2012,0.44,0.0513,11800
Germany,2013,-0.0344,0.0515,11800
Ghana,1990,3.33,0.112,587
Ghana,1991,5.28,0.111,618
Ghana,1992,3.88,0.109,658
Ghana,1993,4.85,0.109,674
Ghana,1994,3.27,0.108,712
Ghana,1995,4.02,0.107,748
Ghana,1996,4.6,0.107,768
Ghana,1997,4.2,0.107,821
Ghana,1998,4.69,0.107,836
Ghana,1999,4.43,0.107,871
Ghana,2000,4.21,0.107,903
Ghana,2001,4.54,0.108,948
Ghana,2002,4.79,0.108,992
Ghana,2003,5.22,0.109,1030
Ghana,2004,5.35,0.109,1080
Ghana,2005,6.2,0.109,1100
Ghana,2006,4.55,0.109,1120
Ghana,2007,6.46,0.109,1110
Ghana,2008,8.43,0.108,1150
Ghana,2009,4.66,0.107,1190
Ghana,2010,6.62,0.107,1230
Ghana,2011,15.1,0.106,1260
Ghana,2012,7.67,0.106,1290
Ghana,2013,5.18,0.105,1320
Greece,1990,-0.154,0.0766,445
Greece,1991,2.9,0.0766,449
Greece,1992,1.14,0.0765,449
Greece,1993,-0.933,0.0764,456
Greece,1994,2.76,0.0761,449
Greece,1995,2.92,0.0755,447
Greece,1996,3.09,0.0745,444
Greece,1997,4.24,0.0735,442
Greece,1998,3.89,0.0723,444
Greece,1999,3.94,0.0705,441
Greece,2000,4.87,0.0684,436
Greece,2001,4.84,0.066,428
Greece,2002,4.24,0.0632,426
Greece,2003,5.34,0.0602,433
Greece,2004,4.82,0.0574,437
Greece,2005,4.13,0.0553,446
Greece,2006,5.63,0.0541,449
Greece,2007,3.64,0.0535,453
Greece,2008,-1.49,0.0531,464
Greece,2009,-3.14,0.0527,475
Greece,2010,-4.94,0.0524,485
Greece,2011,-7.11,0.0515,502
Greece,2012,-6.74,0.051,514
Greece,2013,-3.1,0.0509,518
Grenada,1990,5.45,0.104,4.37
Grenada,1991,3.91,0.1,4.42
Grenada,1992,1.46,0.0947,4.55
Grenada,1993,-0.867,0.0892,4.58
Grenada,1994,3.7,0.0859,4.72
Grenada,1995,3.3,0.0857,4.96
Grenada,1996,2.97,0.0883,4.96
Grenada,1997,4.37,0.0928,5.28
Grenada,1998,13.3,0.0985,5.53
Grenada,1999,7.71,0.104,5.76
Grenada,2000,6.53,0.109,5.96
Grenada,2001,-3.67,0.112,6.27
Grenada,2002,0.766,0.114,6.44
Grenada,2003,6.18,0.113,6.67
Grenada,2004,-6.37,0.111,6.94
Grenada,2005,10.6,0.108,7.13
Grenada,2006,-3.99,0.104,7.32
Grenada,2007,6.12,0.101,7.45
Grenada,2008,0.948,0.0984,7.05
Grenada,2009,-6.66,0.0965,7.19
Grenada,2010,-0.352,0.0949,7.46
Grenada,2011,0.861,0.0928,7.71
Grenada,2012,-1.74,0.0905,7.8
Grenada,2013,1.59,0.0878,7.76
Guatemala,1990,2.41,0.11,597
Guatemala,1991,3.03,0.111,648
Guatemala,1992,4.24,0.111,694
Guatemala,1993,3.35,0.112,731
Guatemala,1994,3.45,0.113,786
Guatemala,1995,4.37,0.114,840
Guatemala,1996,2.41,0.114,867
Guatemala,1997,3.56,0.114,900
Guatemala,1998,4.62,0.114,947
Guatemala,1999,3.42,0.115,1030
Guatemala,2000,3.33,0.115,1170
Guatemala,2001,2.19,0.114,1240
Guatemala,2002,2.21,0.112,1270
Guatemala,2003,2.15,0.111,1280
Guatemala,2004,2.9,0.11,1310
Guatemala,2005,3.34,0.11,1290
Guatemala,2006,5.37,0.11,1280
Guatemala,2007,6.29,0.111,1230
Guatemala,2008,3.28,0.112,1170
Guatemala,2009,0.538,0.113,1080
Guatemala,2010,2.95,0.114,1030
Guatemala,2011,4.21,0.114,953
Guatemala,2012,3.04,0.114,930
Guatemala,2013,3.58,0.113,929
Guinea,1990,3.46,0.101,244
Guinea,1991,0.949,0.101,263
Guinea,1992,5.87,0.101,284
Guinea,1993,8.3,0.101,308
Guinea,1994,6.24,0.102,335
Guinea,1995,5.67,0.103,357
Guinea,1996,4.79,0.103,374
Guinea,1997,6.05,0.103,386
Guinea,1998,4.88,0.104,403
Guinea,1999,2.83,0.105,418
Guinea,2000,1.07,0.106,421
Guinea,2001,4.68,0.107,434
Guinea,2002,2.74,0.108,448
Guinea,2003,0.411,0.109,452
Guinea,2004,2,0.111,461
Guinea,2005,2.64,0.113,468
Guinea,2006,2.2,0.113,488
Guinea,2007,1.47,0.113,503
Guinea,2008,4.64,0.114,519
Guinea,2009,-0.655,0.114,540
Guinea,2010,1.69,0.115,562
Guinea,2011,3.81,0.115,576
Guinea,2012,3.85,0.115,592
Guinea,2013,2.65,0.115,609
Guinea-Bissau,1990,2.9,0.0993,66.7
Guinea-Bissau,1991,4.7,0.1,68.8
Guinea-Bissau,1992,0.166,0.102,71.3
Guinea-Bissau,1993,1,0.103,73.8
Guinea-Bissau,1994,2.3,0.104,76.4
Guinea-Bissau,1995,4.03,0.106,79.7
Guinea-Bissau,1996,4.52,0.107,81.9
Guinea-Bissau,1997,5.15,0.109,84.3
Guinea-Bissau,1998,-28.4,0.111,87.2
Guinea-Bissau,1999,7.7,0.113,89.6
Guinea-Bissau,2000,9.09,0.114,91.5
Guinea-Bissau,2001,-0.0863,0.114,93
Guinea-Bissau,2002,-5.25,0.114,95.1
Guinea-Bissau,2003,-0.654,0.114,96.9
Guinea-Bissau,2004,2.19,0.114,101
Guinea-Bissau,2005,3.26,0.114,103
Guinea-Bissau,2006,2.14,0.113,105
Guinea-Bissau,2007,3.2,0.113,108
Guinea-Bissau,2008,3.22,0.113,111
Guinea-Bissau,2009,3,0.112,115
Guinea-Bissau,2010,3.47,0.111,118
Guinea-Bissau,2011,5.34,0.11,120
Guinea-Bissau,2012,-1.49,0.109,123
Guinea-Bissau,2013,0.31,0.108,127
Guyana,1990,-3.12,0.115,144
Guyana,1991,5.81,0.112,151
Guyana,1992,7.61,0.11,151
Guyana,1993,7.99,0.109,144
Guyana,1994,8.38,0.108,146
Guyana,1995,4.98,0.108,149
Guyana,1996,8.03,0.106,147
Guyana,1997,6.49,0.104,164
Guyana,1998,-1.39,0.101,186
Guyana,1999,3.31,0.0968,183
Guyana,2000,-1.09,0.0922,162
Guyana,2001,2.49,0.0893,171
Guyana,2002,1.25,0.0873,177
Guyana,2003,-0.826,0.0866,193
Guyana,2004,3.51,0.0878,203
Guyana,2005,-1.68,0.091,206
Guyana,2006,5.06,0.0938,211
Guyana,2007,6.95,0.0978,213
Guyana,2008,1.77,0.103,220
Guyana,2009,3.31,0.107,225
Guyana,2010,4.26,0.11,232
Guyana,2011,5.34,0.112,233
Guyana,2012,4.15,0.113,234
Guyana,2013,5.03,0.112,232
Haiti,1990,-0.00376,0.0965,579
Haiti,1991,0.529,0.0973,595
Haiti,1992,-13.4,0.0985,607
Haiti,1993,-2.03,0.1,629
Haiti,1994,-8.1,0.103,640
Haiti,1995,5.2,0.105,662
Haiti,1996,4.29,0.108,660
Haiti,1997,2.88,0.111,668
Haiti,1998,2.28,0.114,677
Haiti,1999,2.7,0.116,694
Haiti,2000,0.735,0.118,704
Haiti,2001,-1.38,0.118,713
Haiti,2002,-0.974,0.117,724
Haiti,2003,-0.0638,0.116,744
Haiti,2004,-4.15,0.114,757
Haiti,2005,1.01,0.113,777
Haiti,2006,2.01,0.112,798
Haiti,2007,3.04,0.11,816
Haiti,2008,0.515,0.109,830
Haiti,2009,2.54,0.108,847
Haiti,2010,-3.52,0.108,865
Haiti,2011,5.29,0.107,888
Haiti,2012,2.78,0.106,907
Haiti,2013,4.18,0.105,920
Honduras,1990,-0.0459,0.11,147
Honduras,1991,2.61,0.11,148
Honduras,1992,5.58,0.111,152
Honduras,1993,6.77,0.111,157
Honduras,1994,-2.29,0.112,162
Honduras,1995,3.2,0.112,169
Honduras,1996,3.05,0.112,176
Honduras,1997,4.43,0.112,183
Honduras,1998,2.44,0.112,191
Honduras,1999,-2.37,0.112,196
Honduras,2000,4.29,0.112,201
Honduras,2001,2.08,0.111,206
Honduras,2002,2.25,0.111,213
Honduras,2003,3.03,0.111,221
Honduras,2004,4.61,0.11,229
Honduras,2005,3.82,0.11,235
Honduras,2006,6.49,0.11,240
Honduras,2007,6.11,0.11,245
Honduras,2008,4.16,0.11,250
Honduras,2009,-2.5,0.11,255
Honduras,2010,3.67,0.11,260
Honduras,2011,3.66,0.111,268
Honduras,2012,3.84,0.112,275
Honduras,2013,2.53,0.112,283
Hungary,1990,-6.64,0.0746,4220
Hungary,1991,-12,0.0768,4190
Hungary,1992,-2.99,0.0796,4120
Hungary,1993,-0.429,0.0823,4010
Hungary,1994,3.05,0.0837,3870
Hungary,1995,1.55,0.0831,3710
Hungary,1996,1.37,0.0809,3600
Hungary,1997,4.63,0.0769,3460
Hungary,1998,4.91,0.0722,3360
Hungary,1999,4.22,0.068,3280
Hungary,2000,5.3,0.0652,3190
Hungary,2001,4.1,0.0634,3070
Hungary,2002,4.38,0.0626,2980
Hungary,2003,4.21,0.0626,2900
Hungary,2004,4.81,0.0627,2860
Hungary,2005,4.19,0.0625,2800
Hungary,2006,3.87,0.062,2760
Hungary,2007,0.0185,0.0619,2730
Hungary,2008,0.746,0.0624,2680
Hungary,2009,-6.75,0.0629,2630
Hungary,2010,1.23,0.0629,2570
Hungary,2011,1.76,0.0617,2520
Hungary,2012,-1.29,0.0596,2470
Hungary,2013,1.49,0.0569,2410
Iceland,1990,1.25,0.0832,39.1
Iceland,1991,0.853,0.0821,38.7
Iceland,1992,-3.58,0.0811,38
Iceland,1993,0.508,0.08,37.6
Iceland,1994,4.63,0.0792,37.6
Iceland,1995,0.577,0.0786,37.6
Iceland,1996,5.63,0.078,37.7
Iceland,1997,4.87,0.0778,37.7
Iceland,1998,5.32,0.078,37.6
Iceland,1999,3.73,0.0781,37.6
Iceland,2000,4.54,0.0778,37.8
Iceland,2001,3.39,0.0767,37.3
Iceland,2002,-1.13,0.075,36.6
Iceland,2003,3.53,0.0733,36.4
Iceland,2004,8.55,0.0723,36.4
Iceland,2005,5.27,0.0721,36.4
Iceland,2006,3.53,0.073,37.1
Iceland,2007,5.68,0.0743,38
Iceland,2008,1.84,0.0755,38.5
Iceland,2009,-6.02,0.0759,38.6
Iceland,2010,-3.67,0.0752,38.5
Iceland,2011,3.19,0.0746,38.6
Iceland,2012,2.27,0.073,39.1
Iceland,2013,3.29,0.0708,40.1
India,1990,5.24,0.101,164000
India,1991,1.61,0.101,169000
India,1992,5.36,0.101,173000
India,1993,6.08,0.101,177000
India,1994,7.38,0.101,182000
India,1995,7.42,0.101,186000
India,1996,7.87,0.101,189000
India,1997,4.79,0.102,193000
India,1998,6.48,0.103,195000
India,1999,6.02,0.103,198000
India,2000,4.28,0.103,202000
India,2001,5.66,0.103,205000
India,2002,3.41,0.103,209000
India,2003,8.36,0.103,212000
India,2004,8.39,0.102,215000
India,2005,7.97,0.101,218000
India,2006,9.62,0.1,218000
India,2007,9.22,0.0996,217000
India,2008,7.13,0.0987,216000
India,2009,5.07,0.0978,216000
India,2010,11.2,0.0971,217000
India,2011,7.75,0.0964,222000
India,2012,4.76,0.0958,226000
India,2013,4.37,0.0954,227000
Indonesia,1990,9.12,0.11,6050
Indonesia,1991,5.51,0.109,6190
Indonesia,1992,11.3,0.109,6340
Indonesia,1993,7.39,0.108,6490
Indonesia,1994,7.78,0.108,6620
Indonesia,1995,8.21,0.108,6730
Indonesia,1996,7.66,0.107,6850
Indonesia,1997,4.49,0.107,7020
Indonesia,1998,-13.7,0.107,7220
Indonesia,1999,0.212,0.106,7430
Indonesia,2000,4.71,0.105,7600
Indonesia,2001,4.03,0.103,7710
Indonesia,2002,4.45,0.101,7840
Indonesia,2003,5.17,0.0993,7940
Indonesia,2004,5.03,0.0984,8020
Indonesia,2005,5.72,0.0978,8140
Indonesia,2006,5.21,0.0956,8210
Indonesia,2007,6.01,0.0933,8320
Indonesia,2008,5.64,0.0912,8400
Indonesia,2009,4.24,0.0896,8430
Indonesia,2010,5.81,0.0884,8420
Indonesia,2011,6.07,0.0884,8470
Indonesia,2012,5.83,0.0885,8400
Indonesia,2013,5.33,0.0886,8390
Iran,1990,9.1,0.101,2890
Iran,1991,9.27,0.103,3070
Iran,1992,5.9,0.106,3190
Iran,1993,3.34,0.109,3350
Iran,1994,3.77,0.113,3500
Iran,1995,3.89,0.117,3660
Iran,1996,6.38,0.122,3830
Iran,1997,5.7,0.126,3880
Iran,1998,2.59,0.13,4040
Iran,1999,2.75,0.133,4150
Iran,2000,5.85,0.135,4360
Iran,2001,4.24,0.136,4600
Iran,2002,5.37,0.136,4830
Iran,2003,7.23,0.135,5040
Iran,2004,7.19,0.132,5250
Iran,2005,5.09,0.128,5250
Iran,2006,5.82,0.123,5130
Iran,2007,6.47,0.117,5120
Iran,2008,0.507,0.11,5080
Iran,2009,3.7,0.103,5010
Iran,2010,5.47,0.0963,4930
Iran,2011,3.05,0.09,4870
Iran,2012,-5.81,0.0844,4990
Iran,2013,-1.89,0.0794,5040
Iraq,1990,0.00287,0.117,1020
Iraq,1991,-66.5,0.117,1100
Iraq,1992,24.2,0.117,1170
Iraq,1993,49.6,0.117,1250
Iraq,1994,-7.88,0.117,1330
Iraq,1995,-19.1,0.116,1420
Iraq,1996,48.7,0.115,1490
Iraq,1997,23.3,0.114,1590
Iraq,1998,35,0.113,1610
Iraq,1999,21.8,0.112,1650
Iraq,2000,1.8,0.111,1740
Iraq,2001,2.52,0.11,1760
Iraq,2002,-8.76,0.109,1890
Iraq,2003,-35.1,0.109,1980
Iraq,2004,58.5,0.108,2040
Iraq,2005,3.32,0.108,2090
Iraq,2006,9.27,0.108,2130
Iraq,2007,1.82,0.107,2180
Iraq,2008,6.8,0.107,2210
Iraq,2009,5.26,0.107,2300
Iraq,2010,6.34,0.108,2340
Iraq,2011,7.62,0.109,2410
Iraq,2012,10.3,0.109,2520
Iraq,2013,4.21,0.109,2600
Ireland,1990,8.65,0.0973,367
Ireland,1991,1.46,0.0976,375
Ireland,1992,2.9,0.0974,383
Ireland,1993,2.58,0.0971,392
Ireland,1994,5.86,0.097,407
Ireland,1995,9.82,0.0971,423
Ireland,1996,8.41,0.0961,441
Ireland,1997,11.7,0.0952,469
Ireland,1998,7.62,0.0942,487
Ireland,1999,10.4,0.093,495
Ireland,2000,9.7,0.0911,505
Ireland,2001,6.6,0.0881,508
Ireland,2002,7.29,0.0841,504
Ireland,2003,5.23,0.0798,502
Ireland,2004,5.09,0.0756,500
Ireland,2005,6.69,0.0719,498
Ireland,2006,4.63,0.0693,506
Ireland,2007,3.57,0.067,522
Ireland,2008,-3.12,0.0651,536
Ireland,2009,-5.19,0.0633,543
Ireland,2010,0.0596,0.0619,528
Ireland,2011,2.25,0.0602,525
Ireland,2012,1.11,0.0592,510
Ireland,2013,-3.23,0.059,496
Israel,1990,5.33,0.0955,402
Israel,1991,3.45,0.0954,428
Israel,1992,6.56,0.095,455
Israel,1993,4.58,0.0944,469
Israel,1994,9.82,0.0937,492
Israel,1995,7.77,0.0929,517
Israel,1996,5.45,0.0923,542
Israel,1997,3.88,0.0915,573
Israel,1998,3.45,0.0904,577
Israel,1999,3.27,0.0891,577
Israel,2000,9.27,0.0878,580
Israel,2001,-0.109,0.0865,580
Israel,2002,-0.347,0.0851,578
Israel,2003,2.63,0.0838,578
Israel,2004,5.75,0.0824,575
Israel,2005,6.14,0.0812,583
Israel,2006,5.8,0.08,583
Israel,2007,6.15,0.0788,577
Israel,2008,4.4,0.0776,582
Israel,2009,1.28,0.0767,592
Israel,2010,4.95,0.076,602
Israel,2011,4.34,0.076,602
Israel,2012,2.9,0.0763,603
Israel,2013,2.74,0.0767,599
Italy,1990,1.88,0.0757,5500
Italy,1991,0.942,0.0734,5540
Italy,1992,1.26,0.0708,5540
Italy,1993,-0.778,0.0679,5510
Italy,1994,3,0.0651,5450
Italy,1995,5.39,0.0626,5440
Italy,1996,0.865,0.0603,5370
Italy,1997,3.16,0.0582,5340
Italy,1998,2.91,0.0565,5250
Italy,1999,2.87,0.0551,5090
Italy,2000,4.15,0.0538,5010
Italy,2001,2.66,0.0526,4860
Italy,2002,1.21,0.0516,4780
Italy,2003,0.173,0.0508,4770
Italy,2004,0.864,0.0501,4670
Italy,2005,0.203,0.0495,4650
Italy,2006,2.41,0.0494,4610
Italy,2007,1.74,0.0492,4600
Italy,2008,-1.31,0.049,4620
Italy,2009,-5.61,0.0487,4640
Italy,2010,1.73,0.0484,4620
Italy,2011,0.292,0.0481,4630
Italy,2012,-2.13,0.0478,4630
Italy,2013,-2.13,0.0474,4550
Jamaica,1990,5.58,0.108,35.1
Jamaica,1991,0.504,0.106,35.7
Jamaica,1992,2.4,0.103,37
Jamaica,1993,1.41,0.101,38.3
Jamaica,1994,1.56,0.0994,40
Jamaica,1995,1.27,0.0985,42
Jamaica,1996,-1.85,0.097,44.4
Jamaica,1997,-1.71,0.0963,47
Jamaica,1998,-0.571,0.0961,49.7
Jamaica,1999,-0.236,0.0961,52.7
Jamaica,2000,1,0.096,54.8
Jamaica,2001,1.66,0.0958,55.9
Jamaica,2002,0.932,0.0956,55.6
Jamaica,2003,2.17,0.0956,55.5
Jamaica,2004,0.724,0.0959,60.1
Jamaica,2005,1.18,0.0963,65.5
Jamaica,2006,2.86,0.0969,63.3
Jamaica,2007,1.42,0.0974,64.6
Jamaica,2008,-0.822,0.0979,67.4
Jamaica,2009,-3.1,0.0986,71
Jamaica,2010,-1.47,0.0991,74.3
Jamaica,2011,1.48,0.0987,77.3
Jamaica,2012,-0.631,0.0981,78.9
Jamaica,2013,0.334,0.0974,80.6
Japan,1990,5.08,0.081,24600
Japan,1991,3.39,0.08,24500
Japan,1992,1.05,0.0776,24700
Japan,1993,0.361,0.0743,24800
Japan,1994,1.18,0.0711,25100
Japan,1995,2.06,0.0683,25500
Japan,1996,3.46,0.0657,26100
Japan,1997,1.75,0.0638,27200
Japan,1998,-2.98,0.0623,29200
Japan,1999,-0.177,0.061,30300
Japan,2000,2.85,0.0597,30700
Japan,2001,0.171,0.0583,31100
Japan,2002,0.247,0.0569,31500
Japan,2003,1.75,0.0554,32100
Japan,2004,2.39,0.054,32100
Japan,2005,1.92,0.0527,32400
Japan,2006,1.69,0.0515,32400
Japan,2007,2.13,0.0503,32400
Japan,2008,-1.08,0.0492,32300
Japan,2009,-5.51,0.0483,32100
Japan,2010,4.64,0.0476,31700
Japan,2011,-0.481,0.0472,31300
Japan,2012,1.62,0.047,30500
Japan,2013,1.68,0.047,29900
Jordan,1990,-3.17,0.12,118
Jordan,1991,-3.14,0.12,125
Jordan,1992,16.1,0.118,133
Jordan,1993,8.45,0.116,144
Jordan,1994,7.49,0.114,155
Jordan,1995,7.42,0.112,165
Jordan,1996,1.17,0.111,169
Jordan,1997,1.49,0.112,172
Jordan,1998,1.06,0.113,174
Jordan,1999,1.53,0.113,175
Jordan,2000,2.66,0.113,176
Jordan,2001,3.89,0.112,176
Jordan,2002,4.58,0.11,176
Jordan,2003,3.28,0.109,173
Jordan,2004,8.04,0.107,170
Jordan,2005,6.97,0.105,166
Jordan,2006,8.67,0.104,167
Jordan,2007,9.17,0.103,170
Jordan,2008,8.26,0.103,167
Jordan,2009,6.3,0.102,164
Jordan,2010,2.77,0.102,169
Jordan,2011,2.6,0.101,181
Jordan,2012,2.36,0.101,190
Jordan,2013,2.74,0.101,199
Kazakhstan,1990,-3.58,0.087,3700
Kazakhstan,1991,-11.7,0.0876,3800
Kazakhstan,1992,-5.99,0.0882,4050
Kazakhstan,1993,-9.46,0.0888,4360
Kazakhstan,1994,-12.1,0.0892,4680
Kazakhstan,1995,-7.57,0.0895,4990
Kazakhstan,1996,0.306,0.0902,5160
Kazakhstan,1997,1.59,0.0908,5230
Kazakhstan,1998,-1.79,0.0916,5240
Kazakhstan,1999,2.56,0.0929,5340
Kazakhstan,2000,9.27,0.0948,5600
Kazakhstan,2001,12.9,0.0974,5750
Kazakhstan,2002,9.65,0.1,5890
Kazakhstan,2003,9.5,0.103,6060
Kazakhstan,2004,9.73,0.104,6220
Kazakhstan,2005,10.6,0.104,6280
Kazakhstan,2006,10.7,0.103,6250
Kazakhstan,2007,8.79,0.101,6090
Kazakhstan,2008,3.23,0.0981,5740
Kazakhstan,2009,1.05,0.0948,5450
Kazakhstan,2010,6.75,0.0909,5210
Kazakhstan,2011,6.58,0.0855,5010
Kazakhstan,2012,4.64,0.0796,4830
Kazakhstan,2013,5.52,0.0736,4690
Kenya,1990,4.21,0.111,848
Kenya,1991,1.41,0.112,899
Kenya,1992,-0.793,0.113,964
Kenya,1993,0.36,0.114,1020
Kenya,1994,2.63,0.115,1080
Kenya,1995,4.41,0.116,1120
Kenya,1996,4.14,0.117,1180
Kenya,1997,0.27,0.118,1240
Kenya,1998,3.36,0.118,1320
Kenya,1999,2.1,0.119,1340
Kenya,2000,0.498,0.119,1420
Kenya,2001,4.47,0.119,1440
Kenya,2002,0.572,0.119,1500
Kenya,2003,2.91,0.119,1570
Kenya,2004,5.1,0.118,1600
Kenya,2005,5.91,0.117,1630
Kenya,2006,6.33,0.114,1640
Kenya,2007,6.99,0.112,1660
Kenya,2008,1.53,0.109,1690
Kenya,2009,2.73,0.107,1730
Kenya,2010,5.76,0.107,1770
Kenya,2011,4.38,0.106,1830
Kenya,2012,4.56,0.107,1900
Kenya,2013,5.59,0.108,1930
Kiribati,1990,2.14,0.0888,15.7
Kiribati,1991,-4.3,0.0868,16
Kiribati,1992,3.18,0.0874,16.3
Kiribati,1993,3.46,0.09,16.7
Kiribati,1994,4.89,0.093,16.7
Kiribati,1995,-0.949,0.0957,16.8
Kiribati,1996,6.17,0.0973,17
Kiribati,1997,5.64,0.0989,17.3
Kiribati,1998,11.1,0.101,17.6
Kiribati,1999,0.225,0.103,18
Kiribati,2000,9.58,0.106,18.4
Kiribati,2001,0.757,0.107,18.7
Kiribati,2002,0.619,0.11,19.2
Kiribati,2003,4.07,0.113,19.8
Kiribati,2004,3.21,0.116,20.5
Kiribati,2005,-0.139,0.117,21.1
Kiribati,2006,-4.47,0.116,21.9
Kiribati,2007,7.56,0.113,22.7
Kiribati,2008,2.79,0.109,23.1
Kiribati,2009,-0.635,0.107,23.8
